BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.001,0.0318,0.0,0.0318,0.0021,0.0167,0.9786,2.0729,0.1677,0.4101,0.0293,0.0095,0.0214
0.0021,0.0945,0.0,0.0945,0.0068,0.0326,0.9167,8.3333,0.1604,0.2594,0.0119,0.0417,0.0833
0.038,0.2549,0.0628,0.1359,0.2364,0.0957,0.4516,78.55,0.5542,0.4647,0.0018,0.6029,0.5484
0.003,0.115,0.0045,0.0708,0.0157,0.0387,0.8319,14.1707,0.5605,0.2831,0.2469,0.0885,0.1681
0.0017,0.044,0.0,0.033,0.0068,0.0172,0.8644,14.1058,0.2617,0.3328,0.0006,0.0932,0.1356
0.0019,0.0719,0.0,0.0497,0.0094,0.0274,0.8837,8.7676,0.4441,0.2859,0.0083,0.0543,0.1163
0.0019,0.0812,0.0,0.0711,0.007,0.0279,0.9084,10.2564,0.585,0.3302,0.0071,0.0305,0.0916
0.0031,0.089,0.0045,0.0801,0.008,0.031,0.9084,10.2564,0.6352,0.2869,0.0071,0.0229,0.0916
0.002,0.0683,0.0,0.0683,0.0054,0.0244,0.9225,5.4178,0.1969,0.3679,0.0006,0.0423,0.0775
0.0018,0.0341,0.0,0.0227,0.0033,0.0172,0.9242,6.8786,0.2362,0.2798,0.0028,0.0303,0.0758
0.004,0.0317,0.0,0.0237,0.0033,0.0197,0.9291,8.4906,0.4064,0.3512,0.0008,0.0315,0.0709
0.0075,0.0758,0.0176,0.0467,0.0143,0.0288,0.7786,19.3031,0.71,0.3877,0.0009,0.1298,0.2214
0.0041,0.0585,0.0,0.0585,0.0066,0.0247,0.9018,10.8444,0.4305,0.3136,0.0004,0.0357,0.0982
0.0021,0.1573,0.0,0.1031,0.0212,0.0476,0.8246,11.4204,0.616,0.3475,0.0005,0.0877,0.1754
0.0125,0.1674,0.0921,0.1446,0.0201,0.0488,0.8655,14.3619,0.5725,0.4189,0.0577,0.0588,0.1345
0.0096,0.1079,0.058,0.1079,0.0148,0.0334,0.8655,14.3619,0.5735,0.3899,0.0577,0.0588,0.1345
0.024,0.3594,0.0518,0.1797,0.2781,0.1178,0.2793,38.69,0.1693,0.578,0.0048,0.675,0.7207
0.0311,0.1523,0.041,0.1218,0.0216,0.0561,0.8319,17.3014,0.6457,0.3844,0.0757,0.0708,0.1681
0.0549,0.1244,0.058,0.0861,0.0175,0.0675,0.8583,12.1781,0.7594,0.4328,0.0017,0.0417,0.1417
0.0343,0.1004,0.0369,0.0822,0.0133,0.0498,0.8583,15.0943,0.7825,0.4241,0.0073,0.0583,0.1417
0.0008,0.028,0.0,0.028,0.0007,0.0077,0.9812,2.1708,0.3271,0.3798,0.0156,0.0094,0.0188
0.0036,0.1031,0.0109,0.0923,0.0077,0.0368,0.8938,12.0,0.4207,0.2817,0.0087,0.0354,0.1062
0.062,0.3247,0.0993,0.145,0.1345,0.1384,0.5132,75.0,0.6903,0.5082,0.014,0.2566,0.4868
0.021,0.2623,0.0423,0.1521,0.0655,0.0949,0.6667,25.3687,0.6774,0.4208,0.0146,0.1377,0.3333
0.0227,0.0927,0.0187,0.0742,0.0107,0.0431,0.8496,15.3846,0.6484,0.3582,0.0017,0.0451,0.1504
0.0046,0.0498,0.0179,0.0356,0.0023,0.0147,0.9706,3.2864,0.5513,0.3424,0.0037,0.0039,0.0294
0.0048,0.1986,0.0074,0.1545,0.017,0.0525,0.8571,10.846,0.2888,0.3911,0.0004,0.0873,0.1429
0.0049,0.1182,0.0066,0.092,0.0098,0.0395,0.8828,6.5625,0.2088,0.3296,0.0003,0.0625,0.1172
0.0024,0.0257,0.0037,0.0221,0.0012,0.0069,0.9704,3.1603,0.3775,0.3912,0.6701,0.0158,0.0296
0.0038,0.0308,0.0103,0.0308,0.0014,0.0104,0.9723,2.8889,0.4117,0.4249,0.8568,0.0138,0.0277
0.0007,0.0203,0.0,0.0203,0.0008,0.0062,0.9776,2.356,0.1301,0.3256,0.0027,0.0112,0.0224
0.0104,0.1577,0.0133,0.1051,0.0173,0.0552,0.8421,15.2902,0.2809,0.3372,0.0033,0.0702,0.1579
0.0084,0.0919,0.0309,0.0797,0.0115,0.0358,0.8595,13.1007,0.4957,0.3285,0.0025,0.0744,0.1405
0.0172,0.3446,0.0173,0.1551,0.2215,0.1055,0.4899,37.68,0.3122,0.5036,0.0044,0.6053,0.5101
0.0024,0.0606,0.0,0.0606,0.0102,0.024,0.84,12.0806,0.4089,0.2762,0.2386,0.1,0.16
0.0019,0.055,0.0062,0.055,0.01,0.0227,0.8333,12.195,0.4577,0.2746,0.4717,0.1042,0.1667
0.0067,0.1685,0.0243,0.1444,0.0178,0.0523,0.8421,15.8416,0.6185,0.3541,0.0026,0.0526,0.1579
0.0057,0.118,0.0132,0.0852,0.0187,0.0429,0.8304,18.5287,0.6289,0.3239,0.0011,0.0714,0.1696
0.1919,0.3846,0.1983,0.2564,0.3305,0.2198,0.3188,45.76,0.2407,0.6657,0.0007,0.5851,0.6812
0.0445,0.4336,0.0536,0.1947,0.2933,0.1199,0.3407,41.53,0.4588,0.6629,0.0043,0.6292,0.6593
0.011,0.1481,0.0083,0.1481,0.0103,0.0469,0.9,8.028,0.3836,0.2522,0.5895,0.0333,0.1
0.0047,0.153,0.0074,0.1385,0.0107,0.0442,0.8857,9.5904,0.3188,0.3167,0.0008,0.0571,0.1143
0.0118,0.1563,0.0197,0.1074,0.0181,0.0523,0.8438,10.066,0.5145,0.3579,0.4092,0.0625,0.1562
0.004,0.0676,0.0076,0.0676,0.0082,0.0228,0.875,9.7812,0.249,0.2519,0.0306,0.0795,0.125
0.003,0.0905,0.0,0.0804,0.0085,0.0306,0.8707,13.7255,0.3563,0.4277,0.8392,0.069,0.1293
0.0007,0.0119,0.0,0.0119,0.0004,0.0055,0.9846,1.6529,0.2844,0.36,0.997,0.0066,0.0154
0.0016,0.0274,0.0,0.0196,0.0011,0.0083,0.9758,1.0804,0.2791,0.3137,0.1069,0.011,0.0242
0.0758,0.4651,0.0741,0.204,0.3056,0.1638,0.3407,41.53,0.4053,0.6626,0.0043,0.5618,0.6593
0.0029,0.0326,0.0041,0.0204,0.0017,0.0096,0.9664,3.9164,0.5682,0.3284,0.0061,0.0202,0.0336
0.0047,0.0754,0.0,0.0471,0.0105,0.0279,0.8131,17.9977,0.3874,0.3818,0.8722,0.1121,0.1869
0.0018,0.0528,0.0048,0.048,0.0053,0.0227,0.9091,9.0673,0.1915,0.2268,0.1848,0.0455,0.0909
0.0021,0.0261,0.0,0.0261,0.0058,0.0281,0.9062,7.5871,0.2293,0.1647,0.7632,0.0417,0.0938
0.0015,0.025,0.0,0.0179,0.0011,0.0084,0.9725,3.1332,0.4284,0.3836,0.0462,0.0118,0.0275
0.0031,0.0809,0.0037,0.0699,0.0096,0.0351,0.8729,12.5,0.3313,0.224,0.2085,0.0678,0.1271
0.0012,0.0816,0.0,0.0816,0.0026,0.0176,0.9635,3.6789,0.3281,0.3674,0.4303,0.0243,0.0365
0.0013,0.0776,0.0,0.0694,0.0023,0.0209,0.96,4.3011,0.3556,0.3691,0.1901,0.0215,0.04
0.013,0.1629,0.0274,0.1448,0.0133,0.0524,0.9037,9.9174,0.4832,0.4158,0.0019,0.0222,0.0963
0.0035,0.0608,0.0047,0.0608,0.0061,0.027,0.9037,9.9174,0.4881,0.2968,0.0017,0.037,0.0963
0.0085,0.0513,0.0172,0.0399,0.0042,0.0289,0.9291,9.375,0.5986,0.2733,0.0024,0.0157,0.0709
0.0071,0.1178,0.0119,0.1021,0.0146,0.045,0.8538,10.6108,0.3992,0.259,0.0085,0.0692,0.1462
0.0051,0.075,0.0126,0.05,0.0099,0.0321,0.8661,9.7865,0.4824,0.3656,0.0018,0.063,0.1339
0.0032,0.0714,0.0072,0.0642,0.0094,0.0315,0.8661,9.7865,0.5309,0.249,0.0018,0.0394,0.1339
0.0051,0.0918,0.0051,0.0765,0.0133,0.0396,0.8413,13.4336,0.3861,0.3075,0.0022,0.0873,0.1587
0.0031,0.0749,0.0068,0.0612,0.0115,0.0311,0.8473,13.087,0.3964,0.2501,0.0027,0.0687,0.1527
0.0365,0.1327,0.0365,0.1206,0.014,0.0643,0.8636,11.8501,0.5567,0.3359,0.0023,0.0364,0.1364
0.0138,0.0563,0.0251,0.0438,0.0015,0.0208,0.9744,2.504,0.5825,0.4167,0.0015,0.0039,0.0256
0.0044,0.0634,0.0106,0.0634,0.0067,0.0291,0.8968,6.947,0.2048,0.3146,0.0533,0.0635,0.1032
0.0022,0.0825,0.0078,0.0619,0.0179,0.0417,0.8455,13.2635,0.5284,0.1667,0.5171,0.0182,0.1545
0.0172,0.3436,0.0356,0.1762,0.2211,0.0981,0.2992,43.26,0.421,0.6119,0.0777,0.7191,0.7008
0.0374,0.2681,0.0729,0.1159,0.2559,0.1215,0.3459,42.04,0.2712,0.3761,0.004,0.4713,0.6541
0.0129,0.1419,0.0318,0.1262,0.017,0.054,0.8374,11.1733,0.625,0.3872,0.0381,0.065,0.1626
0.0175,0.3869,0.0576,0.172,0.1059,0.118,0.6062,15.8754,0.3149,0.4493,0.0048,0.2124,0.3938
0.0106,0.1617,0.0163,0.1212,0.019,0.0502,0.8347,13.8784,0.6147,0.425,0.0005,0.0909,0.1653
0.0327,0.1141,0.03,0.0993,0.0189,0.0564,0.8347,13.8784,0.635,0.303,0.0005,0.0661,0.1653
0.0099,0.1466,0.0105,0.089,0.0248,0.0534,0.7727,23.3333,0.3357,0.3549,0.0333,0.1061,0.2273
0.0161,0.2498,0.0413,0.0958,0.2233,0.1046,0.3407,41.53,0.6418,0.3611,0.0043,0.4831,0.6593
0.0282,0.2154,0.076,0.1131,0.2205,0.1164,0.2906,54.52,0.2234,0.432,0.001,0.6265,0.7094
0.1387,0.2577,0.1123,0.1577,0.2997,0.1941,0.3305,37.27,0.6594,0.3674,0.0067,0.4177,0.6695
0.0198,0.2548,0.04,0.1189,0.2038,0.0967,0.2793,38.69,0.3098,0.4393,0.0048,0.6625,0.7207
0.0096,0.2126,0.0301,0.0928,0.1973,0.0835,0.392,43.06,0.2926,0.305,0.0045,0.5,0.608
0.0017,0.0163,0.0,0.0109,0.0019,0.0133,0.9462,5.2194,0.5275,0.2638,0.7421,0.0308,0.0538
0.0026,0.0175,0.0,0.0175,0.002,0.0129,0.9462,5.2194,0.4632,0.2029,0.7421,0.0308,0.0538
0.0042,0.0665,0.0074,0.0665,0.0077,0.0261,0.8898,10.4833,0.3668,0.3172,0.2442,0.0678,0.1102
0.0037,0.0934,0.0047,0.084,0.0088,0.0334,0.8898,10.4833,0.441,0.2275,0.2442,0.0508,0.1102
0.0009,0.0195,0.0,0.0195,0.0011,0.0067,0.9758,2.5472,0.2606,0.3783,0.2389,0.0134,0.0242
0.0015,0.039,0.0039,0.0351,0.001,0.009,0.977,2.4174,0.4747,0.3612,0.2691,0.0102,0.023
0.0105,0.1258,0.0288,0.1029,0.0228,0.0517,0.7963,19.3548,0.5684,0.304,0.9287,0.1111,0.2037
0.0128,0.0807,0.0171,0.0764,0.0029,0.027,0.9494,5.1154,0.1269,0.3996,0.9498,0.0222,0.0506
0.0023,0.0477,0.0,0.0477,0.0038,0.0175,0.9029,9.831,0.0849,0.286,0.7982,0.0583,0.0971
0.0019,0.0503,0.0,0.0447,0.0073,0.0209,0.8908,9.4448,0.5064,0.2902,0.004,0.084,0.1092
0.0024,0.0837,0.007,0.0628,0.0098,0.0307,0.8584,13.5833,0.3957,0.3586,0.0059,0.0619,0.1416
0.0142,0.0933,0.015,0.0895,0.0077,0.0424,0.9107,9.1837,0.6503,0.2097,0.9189,0.0179,0.0893
0.0012,0.0289,0.0073,0.0217,0.0013,0.0074,0.9726,3.0445,0.448,0.3994,0.0523,0.0117,0.0274
0.0028,0.0643,0.0121,0.0442,0.0105,0.0263,0.8359,19.0476,0.6294,0.2416,0.2191,0.0703,0.1641
0.0008,0.0238,0.0,0.0198,0.001,0.0068,0.975,2.9255,0.1763,0.3866,0.0013,0.0136,0.025
0.001,0.0609,0.0,0.0609,0.0019,0.0155,0.9691,3.3333,0.1073,0.3624,0.0003,0.0143,0.0309
0.0707,0.4083,0.0756,0.2417,0.3196,0.1423,0.3407,41.53,0.5031,0.6632,0.0043,0.6629,0.6593
0.0208,0.2797,0.0447,0.1199,0.2409,0.1126,0.3407,41.53,0.5176,0.4322,0.0043,0.5393,0.6593
0.0023,0.0506,0.0,0.0506,0.0032,0.0181,0.9323,5.7761,0.2775,0.3546,0.0015,0.0376,0.0677
0.0015,0.027,0.0,0.027,0.0024,0.017,0.9412,5.8824,0.0014,0.2271,0.0004,0.0294,0.0588
0.0028,0.0982,0.009,0.0893,0.0078,0.0314,0.8819,12.3894,0.4572,0.4006,0.0215,0.063,0.1181
0.0023,0.1183,0.0066,0.0986,0.0093,0.0343,0.8819,12.3894,0.4946,0.3518,0.0215,0.0709,0.1181
0.0074,0.1827,0.0205,0.1624,0.0218,0.069,0.8595,10.7286,0.3593,0.3682,0.0481,0.0661,0.1405
0.0069,0.0999,0.0088,0.0913,0.0158,0.0484,0.85,11.0294,0.4157,0.249,0.1664,0.0583,0.15
0.005,0.1397,0.0176,0.1223,0.0172,0.0377,0.8295,18.4211,0.5758,0.3999,0.0044,0.0853,0.1705
0.0237,0.3029,0.0569,0.1489,0.2565,0.1187,0.3407,41.53,0.5148,0.4576,0.0043,0.5843,0.6593
0.0055,0.1146,0.0,0.1146,0.012,0.0352,0.8558,12.7592,0.2778,0.388,0.0224,0.0865,0.1442
0.0032,0.0701,0.0,0.0701,0.0106,0.0379,0.8857,9.1934,0.261,0.2123,0.0013,0.0571,0.1143
0.0168,0.3032,0.018,0.1427,0.2202,0.0973,0.3333,36.25,0.3816,0.6043,0.0049,0.7439,0.6667
0.0105,0.131,0.0254,0.1058,0.0143,0.0473,0.8722,9.9797,0.2381,0.2836,0.0004,0.0376,0.1278
0.0175,0.1729,0.0262,0.147,0.0309,0.0779,0.8095,14.4604,0.3242,0.3949,0.0004,0.0873,0.1905
0.0285,0.2446,0.0342,0.1699,0.0301,0.079,0.8175,12.6387,0.5058,0.4261,0.0025,0.0657,0.1825
0.0022,0.0425,0.0,0.0355,0.0037,0.0212,0.9206,8.3333,0.4942,0.3272,0.0004,0.0476,0.0794
0.0124,0.286,0.0314,0.1385,0.0946,0.0954,0.6031,16.0928,0.3137,0.4273,0.0052,0.2216,0.3969
0.0447,0.312,0.0323,0.16,0.2393,0.1181,0.3306,36.66,0.3927,0.5769,0.0046,0.642,0.6694
0.0006,0.0439,0.0,0.0376,0.0097,0.0262,0.8625,13.3583,0.4717,0.1235,0.9972,0.075,0.1375
0.0006,0.0082,0.0,0.0082,0.0004,0.0039,0.9843,1.8325,0.2425,0.3168,0.0321,0.0098,0.0157
0.019,0.2414,0.0341,0.1111,0.2306,0.0972,0.3306,36.66,0.3,0.3842,0.0043,0.5926,0.6694
0.0048,0.1007,0.0085,0.0923,0.0081,0.0351,0.8943,9.3622,0.2719,0.368,0.51,0.0407,0.1057
0.0027,0.0995,0.0039,0.0536,0.0228,0.0382,0.7523,25.3022,0.2601,0.2463,0.8863,0.1284,0.2477
0.001,0.0217,0.0054,0.0217,0.0015,0.007,0.9627,4.2471,0.1916,0.367,0.8901,0.0248,0.0373
0.0011,0.0325,0.0,0.0278,0.0015,0.0101,0.9628,4.2308,0.3632,0.3575,0.9004,0.0155,0.0372
0.0026,0.037,0.0,0.037,0.0053,0.0202,0.9113,8.7108,0.2798,0.3757,0.1761,0.0645,0.0887
0.0261,0.0852,0.0177,0.0763,0.0131,0.0539,0.8504,9.7957,0.6257,0.2133,0.9673,0.0472,0.1496
0.0166,0.2152,0.0271,0.1883,0.0147,0.0651,0.8862,9.8236,0.4878,0.4258,0.0081,0.0244,0.1138
0.0117,0.1698,0.0263,0.1219,0.0186,0.0633,0.874,9.674,0.5881,0.2668,0.0077,0.0472,0.126
0.0025,0.0654,0.0,0.0654,0.0033,0.0198,0.9375,5.0806,0.4016,0.3418,0.0127,0.0391,0.0625
0.0225,0.3964,0.0604,0.1682,0.1115,0.124,0.6062,15.8754,0.1923,0.5181,0.0048,0.2435,0.3938
0.0007,0.0128,0.0,0.0128,0.0004,0.0046,0.9863,1.3699,0.1351,0.274,0.0615,0.0046,0.0137
0.0022,0.0482,0.0088,0.0395,0.0015,0.0144,0.9699,3.8336,0.2034,0.3124,0.0184,0.0082,0.0301
0.0005,0.0037,0.0,0.0037,0.0008,0.0029,0.9746,2.4229,0.2788,0.3137,0.0158,0.0215,0.0254
0.0018,0.0764,0.0,0.0669,0.008,0.0281,0.8788,12.7119,0.1156,0.2654,0.0004,0.0455,0.1212
0.007,0.2009,0.0092,0.1735,0.0255,0.0661,0.8385,14.6088,0.3739,0.3597,0.035,0.0923,0.1615
0.0035,0.1081,0.0,0.0856,0.0183,0.0466,0.8527,11.9761,0.3296,0.2443,0.0116,0.0775,0.1473
0.0109,0.132,0.0103,0.1117,0.0119,0.0415,0.8828,11.9266,0.5615,0.4038,0.0059,0.0469,0.1172
0.0031,0.0708,0.0124,0.0615,0.0116,0.0337,0.8605,14.8148,0.5497,0.2065,0.0124,0.0388,0.1395
0.0053,0.0572,0.0,0.049,0.0125,0.0277,0.8571,14.8148,0.5618,0.3908,0.8086,0.0952,0.1429
0.0028,0.0418,0.009,0.0358,0.0142,0.0287,0.819,19.102,0.5332,0.1806,0.9879,0.1143,0.181
0.0051,0.0913,0.0153,0.076,0.0098,0.032,0.8733,10.4445,0.3868,0.3905,0.0385,0.0667,0.1267
0.0016,0.103,0.0,0.0832,0.01,0.0388,0.8929,12.2014,0.1827,0.2329,0.0057,0.0446,0.1071
0.0059,0.1478,0.0,0.1182,0.0203,0.048,0.8103,15.742,0.348,0.4465,0.0024,0.1121,0.1897
0.0028,0.0906,0.0079,0.0748,0.0107,0.035,0.8833,11.4797,0.4467,0.2511,0.0077,0.0417,0.1167
0.0363,0.1706,0.0287,0.1611,0.0154,0.066,0.8571,13.2815,0.4278,0.4073,0.0015,0.0756,0.1429
0.0096,0.1724,0.0198,0.1231,0.0188,0.0627,0.8571,13.2815,0.6327,0.2807,0.0015,0.042,0.1429
0.0171,0.1494,0.0586,0.1328,0.0081,0.0595,0.9167,6.9677,0.381,0.4019,0.003,0.0167,0.0833
0.0083,0.0745,0.025,0.0596,0.0101,0.034,0.8496,16.2393,0.4736,0.2851,0.0037,0.0526,0.1504
0.0322,0.1854,0.0299,0.1557,0.0302,0.0884,0.8361,14.0925,0.4264,0.3303,0.02,0.0574,0.1639
0.0145,0.3647,0.0183,0.1581,0.101,0.1084,0.6062,15.8754,0.208,0.5051,0.0048,0.2591,0.3938
0.0031,0.1026,0.0,0.1026,0.0075,0.0297,0.8889,7.6411,0.5867,0.3211,0.0182,0.0648,0.1111
0.0022,0.0512,0.0093,0.0512,0.0014,0.012,0.9762,1.5326,0.4779,0.2928,0.0369,0.006,0.0238
0.0318,0.441,0.0858,0.2167,0.3187,0.1515,0.3407,41.53,0.3245,0.6365,0.0043,0.5843,0.6593
0.0037,0.104,0.0055,0.0931,0.0123,0.0385,0.8684,10.2803,0.4696,0.286,0.0116,0.0526,0.1316
0.0086,0.0755,0.0069,0.0686,0.0079,0.0349,0.9167,3.165,0.6128,0.2925,0.0176,0.0278,0.0833
0.0026,0.0724,0.0045,0.0724,0.0029,0.0191,0.9689,2.2838,0.3915,0.381,0.0114,0.0028,0.0311
0.0187,0.2964,0.0374,0.1556,0.2263,0.0936,0.2793,38.69,0.2651,0.5045,0.0048,0.6875,0.7207
0.0252,0.2997,0.0432,0.1798,0.2436,0.1051,0.292,38.28,0.2159,0.5753,0.005,0.725,0.708
0.0129,0.0793,0.0291,0.0793,0.0058,0.0366,0.9286,7.3504,0.3825,0.3706,0.0003,0.0159,0.0714
0.0088,0.0712,0.0215,0.0641,0.0049,0.0292,0.9286,7.3504,0.4059,0.3305,0.0003,0.0238,0.0714
0.0585,0.2717,0.0913,0.1423,0.2426,0.1327,0.2906,54.52,0.2459,0.4985,0.001,0.6145,0.7094
0.1575,0.2763,0.1031,0.1638,0.2737,0.1954,0.3305,37.27,0.7522,0.4373,0.0067,0.5316,0.6695
0.0011,0.0226,0.0038,0.0226,0.0005,0.0059,0.9863,1.1159,0.3606,0.3398,0.0141,0.0078,0.0137
0.2135,0.3302,0.1508,0.2492,0.3593,0.2413,0.328,35.95,0.641,0.5263,0.0066,0.5714,0.672
0.0138,0.1349,0.032,0.1111,0.0121,0.0475,0.8667,13.8387,0.4463,0.446,0.0548,0.0519,0.1333
0.0451,0.3387,0.0447,0.1499,0.2687,0.128,0.3407,41.53,0.5652,0.5149,0.0043,0.5843,0.6593
0.0178,0.1418,0.0452,0.1418,0.0264,0.0579,0.8364,12.5667,0.5138,0.391,0.2371,0.0909,0.1636
0.1646,0.2799,0.1118,0.169,0.2676,0.1997,0.3305,37.27,0.5676,0.4383,0.0067,0.5443,0.6695
0.0012,0.0254,0.0,0.0254,0.0014,0.0079,0.9665,2.5466,0.3696,0.4216,0.4139,0.0197,0.0335
0.0014,0.0347,0.0,0.0278,0.0016,0.0079,0.9665,3.13,0.3734,0.403,0.2812,0.0177,0.0335
0.0005,0.0037,0.0,0.0037,0.0003,0.0029,0.9863,1.6432,0.2197,0.3189,0.0036,0.0098,0.0137
0.0008,0.04,0.0,0.04,0.0014,0.0097,0.9734,2.765,0.3466,0.4005,0.0012,0.0123,0.0266
0.0128,0.1494,0.0251,0.1245,0.0319,0.0694,0.8143,16.6971,0.6174,0.4848,0.004,0.0929,0.1857
0.009,0.173,0.0188,0.1122,0.0301,0.0577,0.7903,19.6356,0.5544,0.3182,0.0076,0.0806,0.2097
0.0006,0.0078,0.0,0.0078,0.0006,0.0039,0.9804,2.2059,0.3104,0.3596,0.0346,0.0157,0.0196
0.0274,0.3618,0.0597,0.1644,0.2638,0.1343,0.3407,41.53,0.429,0.5587,0.0043,0.5618,0.6593
0.0097,0.1038,0.0175,0.1038,0.0133,0.0348,0.8814,13.8889,0.3067,0.4588,0.0102,0.0508,0.1186
0.0037,0.0962,0.0138,0.0825,0.0111,0.0365,0.8814,13.8889,0.5275,0.2691,0.0102,0.0508,0.1186
0.0217,0.3293,0.0407,0.1613,0.2524,0.1136,0.2991,37.27,0.4587,0.5055,0.0047,0.6341,0.7009
0.0178,0.0649,0.0204,0.0609,0.0112,0.0342,0.8667,7.597,0.4951,0.2143,0.0692,0.0381,0.1333
0.0021,0.0618,0.0,0.055,0.0038,0.0206,0.9297,7.015,0.5332,0.359,0.1809,0.0469,0.0703
0.0358,0.1044,0.0366,0.0998,0.0072,0.0584,0.9297,7.015,0.5407,0.2623,0.1809,0.0,0.0703
0.0139,0.2203,0.0494,0.1876,0.0346,0.0641,0.7967,12.5092,0.6262,0.4604,0.0004,0.1057,0.2033
0.0085,0.1898,0.0267,0.1412,0.0302,0.0614,0.7967,12.5092,0.5353,0.3009,0.0004,0.0894,0.2033
0.0153,0.1772,0.0511,0.1519,0.0252,0.0641,0.8015,12.6708,0.5229,0.4824,0.2203,0.084,0.1985
0.0013,0.0589,0.0,0.0515,0.0138,0.0284,0.8021,8.4514,0.3662,0.2194,0.0004,0.1146,0.1979
0.0046,0.0628,0.0,0.0448,0.008,0.0281,0.8651,13.6609,0.4127,0.4209,0.0282,0.0714,0.1349
0.0196,0.2887,0.0369,0.1329,0.2239,0.1102,0.3407,41.53,0.4507,0.4442,0.0043,0.5393,0.6593
0.0272,0.3964,0.0727,0.2162,0.2904,0.1188,0.392,43.06,0.37,0.615,0.0045,0.6842,0.608
0.0125,0.2305,0.028,0.1073,0.2043,0.0851,0.392,43.06,0.4263,0.3633,0.0045,0.5658,0.608
0.0257,0.1385,0.0262,0.1212,0.0151,0.0517,0.8561,11.1334,0.7065,0.4186,0.0094,0.0833,0.1439
0.0081,0.1535,0.014,0.1116,0.0173,0.0535,0.8561,11.1334,0.706,0.2885,0.0094,0.0379,0.1439
0.0025,0.0789,0.0,0.0439,0.0103,0.0242,0.8594,14.6982,0.6358,0.4462,0.045,0.0781,0.1406
0.0051,0.2225,0.0093,0.1112,0.1892,0.0716,0.392,43.06,0.5098,0.3857,0.0045,0.6447,0.608
0.0092,0.0753,0.0084,0.0753,0.0035,0.0316,0.9385,6.0776,0.3336,0.3759,0.1696,0.0154,0.0615
0.0075,0.0888,0.0122,0.0727,0.0083,0.0426,0.906,10.4447,0.4208,0.2236,0.0088,0.0171,0.094
0.0015,0.0209,0.0,0.0157,0.0012,0.0053,0.961,2.2165,0.3379,0.4144,0.09,0.021,0.039
0.0129,0.2841,0.0145,0.1445,0.2218,0.097,0.3407,41.53,0.5166,0.4532,0.0043,0.5843,0.6593
0.0091,0.0804,0.0074,0.0731,0.0151,0.0346,0.7946,15.0182,0.4942,0.3725,0.2047,0.1339,0.2054
0.0106,0.1264,0.0246,0.106,0.0223,0.057,0.7899,23.3645,0.6709,0.2923,0.0085,0.0756,0.2101
0.0008,0.0183,0.0,0.0183,0.0008,0.0026,0.9617,4.1667,0.2,0.4127,0.0174,0.0314,0.0383
0.0022,0.0476,0.0034,0.0272,0.0082,0.0231,0.8729,13.6842,0.375,0.186,0.1993,0.0763,0.1271
0.0794,0.4359,0.1034,0.2222,0.3333,0.1629,0.3407,41.53,0.5496,0.6703,0.0043,0.5955,0.6593
0.0066,0.273,0.0108,0.1338,0.2114,0.0873,0.3407,41.53,0.4654,0.463,0.0043,0.6404,0.6593
0.0007,0.0258,0.0,0.0258,0.0009,0.005,0.9753,2.2185,0.2974,0.3239,0.0183,0.0173,0.0247
0.0009,0.0764,0.0073,0.0727,0.0018,0.0136,0.9764,2.1241,0.4355,0.3393,0.0196,0.0118,0.0236
0.0033,0.0472,0.006,0.0472,0.0056,0.0199,0.9,5.287,0.4083,0.2935,0.1396,0.0636,0.1
0.0027,0.055,0.0111,0.055,0.0069,0.0273,0.9,5.287,0.4876,0.2088,0.1396,0.0273,0.1
0.0,0.0106,0.0,0.0106,0.0005,0.0,0.9536,5.3719,0.4337,0.389,0.4494,0.0232,0.0464
0.031,0.309,0.0452,0.1545,0.2423,0.1108,0.3407,41.53,0.4236,0.4564,0.0043,0.6067,0.6593
0.063,0.4473,0.0936,0.1941,0.3474,0.1577,0.3407,41.53,0.4268,0.6755,0.0043,0.618,0.6593
0.1859,0.3164,0.134,0.2025,0.2973,0.2138,0.3305,37.27,0.492,0.5043,0.0067,0.5696,0.6695
0.0028,0.1736,0.0,0.1488,0.0124,0.0474,0.8779,7.3376,0.4057,0.3567,0.6797,0.0534,0.1221
0.0019,0.1238,0.0,0.099,0.0131,0.0388,0.8657,11.916,0.4587,0.2966,0.5842,0.0672,0.1343
0.0026,0.1224,0.0,0.1224,0.0091,0.0351,0.8815,12.0968,0.3043,0.398,0.0024,0.0593,0.1185
0.0148,0.2776,0.0193,0.1388,0.2182,0.0977,0.3407,41.53,0.5122,0.4372,0.0043,0.5955,0.6593
0.0035,0.0519,0.0,0.0461,0.0093,0.026,0.844,13.169,0.4246,0.2529,0.0168,0.1101,0.156
0.0052,0.0989,0.0,0.089,0.0147,0.0479,0.8655,14.2857,0.3683,0.2355,0.3269,0.0672,0.1345
0.0239,0.1221,0.0274,0.1221,0.0103,0.0539,0.8889,9.5211,0.2361,0.296,0.7721,0.0278,0.1111
0.0049,0.101,0.0095,0.0694,0.0125,0.0452,0.8889,9.5211,0.2659,0.1883,0.7721,0.0278,0.1111
0.0052,0.0609,0.0154,0.0609,0.0061,0.029,0.9167,6.7742,0.2334,0.2872,0.0031,0.0312,0.0833
