BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.2391,0.5627,0.3385,0.3976,0.3114,0.2604,0.502,61.87,0.909,0.7354,0.0004,0.2372,0.498
0.2899,0.587,0.3443,0.3859,0.5012,0.3081,0.4418,58.52,0.8671,0.7332,0.003,0.5036,0.5582
0.1117,0.4128,0.1345,0.2791,0.1577,0.1509,0.5961,31.6876,0.6927,0.6173,0.0007,0.2235,0.4039
0.2501,0.598,0.2626,0.3668,0.4503,0.2863,0.4545,49.15,0.7298,0.7174,0.0016,0.4783,0.5455
0.2705,0.5714,0.3351,0.3651,0.4934,0.2984,0.4405,49.35,0.8179,0.7377,0.0056,0.461,0.5595
0.2028,0.4899,0.2609,0.2536,0.2255,0.2264,0.524,51.78,0.5791,0.6552,0.0005,0.228,0.476
0.1798,0.5087,0.2267,0.2948,0.4989,0.2098,0.4656,63.39,0.8329,0.6893,0.0047,0.553,0.5344
0.1739,0.5259,0.257,0.3108,0.2033,0.2013,0.5226,54.93,0.6183,0.3533,0.0007,0.2663,0.4774
0.2364,0.5333,0.2974,0.3536,0.1891,0.2595,0.5913,35.2262,0.7438,0.6782,0.0082,0.1587,0.4087
0.3792,0.6313,0.4315,0.5101,0.5522,0.3984,0.484,49.04,0.9186,0.78,0.0061,0.4186,0.516
0.2654,0.5455,0.3415,0.3091,0.3064,0.2823,0.5059,60.45,0.7742,0.7411,0.0004,0.2372,0.4941
0.3132,0.6264,0.3812,0.4231,0.5738,0.3373,0.4127,61.77,0.8691,0.7734,0.0008,0.4595,0.5873
0.2328,0.5233,0.2924,0.3605,0.5148,0.2515,0.4862,59.74,0.8421,0.7343,0.0021,0.5077,0.5138
0.2633,0.5785,0.3158,0.4132,0.2505,0.2826,0.5139,61.77,0.7988,0.71,0.0005,0.2191,0.4861
0.0823,0.4501,0.1089,0.2393,0.3886,0.1358,0.5,59.94,0.463,0.6111,0.0022,0.616,0.5
0.2015,0.4737,0.298,0.3487,0.5359,0.2155,0.4508,55.34,0.8971,0.6802,0.0005,0.5896,0.5492
0.2442,0.4884,0.3522,0.3366,0.278,0.2525,0.5178,63.49,0.6642,0.7172,0.0007,0.253,0.4822
0.2243,0.5473,0.255,0.3134,0.4662,0.2604,0.415,55.37,0.8772,0.7242,0.0065,0.5135,0.585
0.227,0.535,0.3734,0.4609,0.2284,0.2352,0.5789,29.042,0.6629,0.5908,0.0018,0.1943,0.4211
0.2835,0.5648,0.3073,0.342,0.4862,0.3134,0.4563,60.95,0.8352,0.7369,0.0007,0.4672,0.5437
0.3655,0.6509,0.4591,0.4357,0.5741,0.3851,0.4803,57.71,0.9133,0.7812,0.0131,0.3636,0.5197
0.2695,0.565,0.3352,0.3672,0.2341,0.2903,0.581,62.38,0.8424,0.6768,0.0006,0.1462,0.419
0.1409,0.4674,0.1475,0.2337,0.3742,0.1879,0.4249,62.17,0.6695,0.6407,0.0011,0.6194,0.5751
0.23,0.5439,0.2963,0.3116,0.5516,0.2585,0.4502,60.14,0.7769,0.7484,0.0009,0.5217,0.5498
0.3818,0.6383,0.4385,0.484,0.633,0.3952,0.4563,60.14,0.912,0.7788,0.0004,0.4088,0.5437
0.298,0.5995,0.3726,0.436,0.505,0.3211,0.4743,68.6,0.8761,0.7488,0.0013,0.4662,0.5257
0.3273,0.6102,0.3601,0.431,0.5171,0.3548,0.4146,57.81,0.8857,0.7753,0.0101,0.4444,0.5854
0.2155,0.536,0.2841,0.3746,0.4842,0.2433,0.418,47.52,0.86,0.7325,0.0006,0.5845,0.582
0.1769,0.4642,0.2075,0.2751,0.191,0.2,0.5261,60.65,0.7677,0.6944,0.0011,0.257,0.4739
0.2995,0.5668,0.3656,0.4171,0.4801,0.3185,0.4706,51.62,0.8989,0.7566,0.002,0.4593,0.5294
0.1247,0.3863,0.1229,0.2054,0.1589,0.1711,0.5344,67.38,0.5785,0.5879,0.0005,0.2632,0.4656
0.0971,0.436,0.117,0.2209,0.3886,0.1421,0.4941,49.86,0.5594,0.6417,0.0078,0.6719,0.5059
0.2945,0.5897,0.3853,0.4195,0.608,0.3083,0.4435,50.26,0.7481,0.751,0.0055,0.4928,0.5565
0.1347,0.4985,0.1791,0.273,0.1398,0.1752,0.5628,29.846,0.5445,0.5458,0.009,0.2186,0.4372
0.2781,0.5805,0.341,0.3793,0.4878,0.2986,0.4878,49.86,0.6401,0.7127,0.0036,0.4762,0.5122
0.0577,0.3093,0.0969,0.2062,0.414,0.1018,0.4656,52.02,0.5819,0.6563,0.0604,0.7348,0.5344
0.0799,0.4123,0.1064,0.2061,0.3167,0.1317,0.4722,55.58,0.7489,0.6432,0.0015,0.6617,0.5278
0.3018,0.5876,0.3902,0.469,0.5131,0.3225,0.4315,58.52,0.767,0.7483,0.0061,0.4894,0.5685
0.2651,0.5692,0.3097,0.3969,0.4836,0.2944,0.4405,58.01,0.8749,0.7405,0.0025,0.461,0.5595
0.242,0.511,0.3039,0.3571,0.2311,0.2635,0.5179,55.37,0.8247,0.6613,0.0036,0.243,0.4821
0.2806,0.6257,0.3602,0.4225,0.5497,0.3136,0.4462,56.29,0.8629,0.7713,0.009,0.4245,0.5538
0.1838,0.4479,0.2349,0.2839,0.2338,0.2018,0.5081,55.88,0.7309,0.6687,0.0006,0.2782,0.4919
0.2939,0.5714,0.3324,0.3473,0.185,0.3166,0.5042,48.84,0.8764,0.652,0.0871,0.2458,0.4958
0.1009,0.3299,0.1799,0.2543,0.4451,0.1148,0.4643,66.17,0.6579,0.67,0.0235,0.7185,0.5357
0.2243,0.5735,0.2759,0.3529,0.228,0.2671,0.5019,57.5,0.7251,0.7334,0.002,0.2374,0.4981
0.1686,0.4906,0.2152,0.283,0.2349,0.1963,0.5244,62.98,0.6398,0.6485,0.0089,0.248,0.4756
0.2745,0.5487,0.2732,0.3487,0.4187,0.3046,0.4622,62.27,0.8262,0.7091,0.0014,0.5111,0.5378
0.2164,0.5541,0.2653,0.2744,0.479,0.2505,0.4722,59.53,0.7433,0.7004,0.0005,0.5188,0.5278
0.2823,0.6169,0.33,0.3731,0.4683,0.3164,0.4484,59.87,0.8488,0.7443,0.0169,0.4604,0.5516
0.2405,0.5274,0.2828,0.3356,0.4508,0.2618,0.4018,69.62,0.7312,0.651,0.0006,0.5373,0.5982
0.1453,0.4721,0.1531,0.2335,0.3755,0.1968,0.4153,51.68,0.7531,0.6538,0.1989,0.6414,0.5847
0.3153,0.5867,0.3646,0.3787,0.5258,0.3327,0.4542,49.15,0.888,0.7614,0.0018,0.438,0.5458
0.027,0.1859,0.0449,0.1264,0.2592,0.0439,0.4246,61.67,0.4113,0.5702,0.0052,0.8759,0.5754
0.2537,0.5633,0.3065,0.3669,0.2331,0.287,0.5121,51.89,0.8208,0.6948,0.0114,0.2137,0.4879
0.261,0.577,0.2801,0.357,0.422,0.2939,0.494,58.21,0.7752,0.6876,0.0017,0.4841,0.506
0.4324,0.6667,0.5027,0.5269,0.6314,0.4411,0.4762,60.35,0.9135,0.7778,0.0019,0.3636,0.5238
0.2087,0.4985,0.2925,0.3501,0.5437,0.2295,0.4921,62.07,0.7735,0.7007,0.0014,0.5234,0.5079
0.157,0.5191,0.2251,0.2545,0.4307,0.2127,0.4512,60.14,0.7903,0.6603,0.0005,0.5556,0.5488
0.1372,0.4563,0.1916,0.2281,0.1926,0.167,0.5708,66.78,0.7836,0.6452,0.0004,0.2124,0.4292
0.1428,0.4056,0.1508,0.25,0.1751,0.1813,0.502,51.89,0.6862,0.6222,0.115,0.3077,0.498
0.3237,0.6092,0.3931,0.408,0.5812,0.3403,0.496,62.27,0.7166,0.7452,0.0005,0.3937,0.504
0.3404,0.6232,0.3647,0.3853,0.5343,0.355,0.4919,63.8,0.8409,0.7379,0.0034,0.4524,0.5081
0.3212,0.5818,0.3551,0.3221,0.4899,0.3373,0.4841,53.51,0.7652,0.7261,0.0089,0.4077,0.5159
0.0393,0.2652,0.065,0.1505,0.1688,0.0697,0.5141,57.91,0.7013,0.6284,0.0023,0.3775,0.4859
0.2215,0.4873,0.2739,0.2911,0.2551,0.2365,0.5378,53.61,0.632,0.6953,0.0007,0.2351,0.4622
0.1597,0.4937,0.2102,0.2595,0.4886,0.1909,0.4862,60.65,0.7925,0.704,0.0014,0.5385,0.5138
0.2051,0.5651,0.2556,0.3492,0.467,0.24,0.4328,60.04,0.5558,0.7033,0.001,0.5407,0.5672
0.2612,0.5591,0.3538,0.3656,0.2528,0.284,0.5147,68.3,0.7825,0.6895,0.0004,0.2206,0.4853
0.2599,0.5395,0.3123,0.3324,0.4435,0.2802,0.4675,55.88,0.8008,0.7097,0.0046,0.4885,0.5325
0.069,0.3267,0.1074,0.2267,0.4203,0.1143,0.4743,60.04,0.6363,0.6734,0.0011,0.6992,0.5257
0.1892,0.4677,0.2353,0.2769,0.4996,0.2096,0.4524,51.68,0.8229,0.6624,0.0011,0.6087,0.5476
0.1839,0.5292,0.1849,0.2618,0.3697,0.2249,0.4634,37.6,0.7021,0.6601,0.0131,0.5682,0.5366
0.264,0.5232,0.3014,0.3651,0.4808,0.284,0.4556,58.21,0.773,0.7372,0.4138,0.4963,0.5444
0.2808,0.6222,0.2978,0.4,0.4865,0.3178,0.4685,58.32,0.6848,0.7233,0.0165,0.4074,0.5315
0.2509,0.6092,0.2927,0.345,0.4785,0.2864,0.4603,55.58,0.8391,0.7375,0.0029,0.4632,0.5397
0.2377,0.5805,0.2865,0.3219,0.4464,0.2697,0.4498,52.12,0.7982,0.7186,0.0007,0.5255,0.5502
0.2496,0.6163,0.2982,0.3721,0.5229,0.2775,0.4587,57.2,0.8193,0.7157,0.008,0.5267,0.5413
0.2055,0.434,0.2785,0.3019,0.2655,0.2188,0.5236,51.68,0.7731,0.6826,0.0007,0.252,0.4764
0.2753,0.5789,0.3122,0.2789,0.4677,0.3022,0.4664,55.37,0.7154,0.7323,0.0076,0.5111,0.5336
0.3024,0.5538,0.3505,0.3692,0.5085,0.3235,0.4315,55.58,0.6942,0.7528,0.0023,0.461,0.5685
0.1921,0.4909,0.2561,0.2667,0.4665,0.2116,0.4643,61.87,0.5719,0.6927,0.0005,0.6,0.5357
0.171,0.4947,0.2353,0.3085,0.3975,0.2182,0.4699,58.42,0.6607,0.6781,0.001,0.5303,0.5301
0.1946,0.4871,0.2421,0.2751,0.4507,0.2209,0.4549,51.89,0.6304,0.6905,0.0023,0.5827,0.5451
0.2283,0.5093,0.2875,0.3043,0.5529,0.2455,0.4538,58.11,0.5568,0.7325,0.0066,0.5294,0.5462
0.2065,0.4845,0.2875,0.3478,0.5025,0.2249,0.4146,41.8,0.511,0.7052,0.0008,0.5833,0.5854
0.2374,0.5973,0.281,0.3068,0.5093,0.2772,0.4449,58.42,0.8286,0.7284,0.0081,0.4926,0.5551
0.2176,0.5464,0.2539,0.3351,0.4972,0.2545,0.4582,58.01,0.8357,0.7126,0.0012,0.5074,0.5418
0.3343,0.6704,0.4178,0.5263,0.6443,0.3585,0.4696,66.67,0.8941,0.7577,0.0057,0.374,0.5304
0.3576,0.6135,0.381,0.3791,0.2354,0.3792,0.504,47.93,0.7441,0.7309,0.0024,0.2024,0.496
0.2403,0.5353,0.284,0.3529,0.1993,0.2585,0.5635,59.23,0.8538,0.6385,0.0006,0.1865,0.4365
0.1401,0.4338,0.1643,0.2479,0.1633,0.1733,0.5737,61.77,0.5478,0.6271,0.0005,0.2311,0.4263
0.0393,0.2786,0.0504,0.1643,0.3157,0.073,0.4476,50.06,0.676,0.6225,0.0102,0.781,0.5524
0.2039,0.4612,0.1965,0.2707,0.3646,0.2333,0.4257,60.55,0.618,0.6458,0.0058,0.5594,0.5743
0.3243,0.6508,0.367,0.4656,0.5286,0.3523,0.4372,63.49,0.9109,0.7881,0.0021,0.4029,0.5628
0.0632,0.3952,0.1145,0.2096,0.3972,0.1123,0.4387,63.73,0.5077,0.6451,0.0016,0.6972,0.5613
0.195,0.507,0.255,0.2761,0.2272,0.2244,0.5538,42.51,0.8609,0.6436,0.0004,0.1992,0.4462
0.1909,0.4966,0.2297,0.3087,0.423,0.2231,0.4455,52.29,0.7132,0.6945,0.0005,0.5492,0.5545
0.3289,0.6596,0.3979,0.4749,0.5579,0.3515,0.4843,66.37,0.7383,0.7508,0.0068,0.4198,0.5157
0.1462,0.4533,0.188,0.2606,0.1711,0.1826,0.5516,68.81,0.8254,0.6372,0.0005,0.25,0.4484
0.2016,0.494,0.2814,0.3333,0.5467,0.2241,0.4435,47.01,0.5814,0.6977,0.012,0.5725,0.5565
0.3805,0.6366,0.4232,0.4812,0.5433,0.3982,0.4643,57.91,0.8731,0.7659,0.0597,0.4148,0.5357
0.294,0.5613,0.3397,0.3815,0.4891,0.3107,0.4902,59.84,0.822,0.7441,0.0017,0.4615,0.5098
0.3726,0.6537,0.4069,0.3561,0.5291,0.3949,0.49,56.29,0.8803,0.7295,0.0011,0.3465,0.51
0.1296,0.4639,0.1636,0.241,0.1808,0.1701,0.5574,59.13,0.5517,0.5829,0.0014,0.2664,0.4426
0.2511,0.574,0.3155,0.4083,0.5713,0.2777,0.496,60.24,0.7911,0.7389,0.0037,0.373,0.504
0.1552,0.487,0.2099,0.2319,0.203,0.1935,0.5344,52.19,0.8099,0.6596,0.0098,0.2389,0.4656
0.1752,0.5318,0.2267,0.2832,0.23,0.2131,0.5141,60.24,0.7363,0.6876,0.0038,0.261,0.4859
0.111,0.4396,0.1547,0.2473,0.3893,0.1643,0.4395,53.41,0.8058,0.6542,0.043,0.6187,0.5605
0.3317,0.6128,0.4034,0.5237,0.6153,0.3475,0.4056,63.93,0.9028,0.7644,0.0273,0.4662,0.5944
0.2578,0.5422,0.3515,0.4036,0.2619,0.2698,0.5444,60.14,0.5771,0.7027,0.0039,0.1935,0.4556
0.2381,0.6224,0.3933,0.3983,0.1896,0.2495,0.6371,25.7975,0.6335,0.5796,0.0096,0.1411,0.3629
0.2834,0.5699,0.3251,0.3068,0.4813,0.3032,0.4506,70.33,0.7348,0.7215,0.2436,0.4892,0.5494
0.4141,0.6959,0.4548,0.4136,0.5811,0.4337,0.4567,65.86,0.839,0.7819,0.0013,0.3768,0.5433
0.1505,0.5183,0.2266,0.2648,0.4626,0.1924,0.4622,47.32,0.8122,0.6877,0.0015,0.5407,0.5378
0.2524,0.5867,0.3056,0.3627,0.5029,0.2814,0.4444,56.18,0.8133,0.7592,0.047,0.4786,0.5556
0.3489,0.625,0.3527,0.3894,0.4905,0.3753,0.496,57.71,0.912,0.6941,0.0015,0.3889,0.504
0.2203,0.5199,0.3015,0.367,0.5767,0.2404,0.4839,55.84,0.7346,0.7376,0.0046,0.5078,0.5161
0.1917,0.4969,0.2722,0.2893,0.2236,0.2141,0.5703,51.68,0.8188,0.6765,0.0063,0.2048,0.4297
0.1418,0.5049,0.1724,0.2108,0.3724,0.1994,0.4861,61.77,0.7133,0.6842,0.0011,0.5659,0.5139
0.2464,0.5346,0.3228,0.3459,0.6032,0.2597,0.4656,52.6,0.7471,0.7413,0.0007,0.5606,0.5344
0.186,0.4255,0.2324,0.231,0.5067,0.2069,0.4919,51.58,0.7872,0.6733,0.0118,0.5794,0.5081
0.2865,0.6134,0.3264,0.3557,0.5329,0.3089,0.4291,59.74,0.718,0.7162,0.0008,0.4897,0.5709
0.2754,0.5797,0.379,0.3478,0.2972,0.2922,0.5099,59.94,0.9243,0.7284,0.0006,0.2174,0.4901
0.1208,0.4826,0.15,0.2239,0.3685,0.1815,0.4919,60.14,0.5984,0.6367,0.0005,0.5952,0.5081
0.1706,0.415,0.2329,0.3333,0.5078,0.1841,0.484,49.75,0.7712,0.7084,0.0075,0.6202,0.516
0.3048,0.6193,0.3622,0.3756,0.4938,0.3354,0.4257,49.25,0.7903,0.7586,0.0144,0.4336,0.5743
0.2584,0.5291,0.2872,0.3704,0.4357,0.2821,0.4453,55.37,0.7353,0.7159,0.0073,0.5328,0.5547
0.3199,0.5825,0.3679,0.3763,0.5164,0.3408,0.4355,57.71,0.7567,0.719,0.0069,0.4714,0.5645
0.3133,0.5714,0.4409,0.4889,0.3111,0.3222,0.5124,55.54,0.5922,0.7258,0.0006,0.186,0.4876
0.193,0.5444,0.2917,0.3136,0.4873,0.2324,0.492,60.95,0.5187,0.7087,0.0057,0.5197,0.508
0.1359,0.4838,0.1404,0.2444,0.1865,0.1889,0.5494,60.14,0.6313,0.6568,0.0004,0.2174,0.4506
0.2795,0.5782,0.3798,0.3304,0.274,0.3002,0.5257,58.01,0.8675,0.731,0.0034,0.1976,0.4743
0.1997,0.5224,0.3008,0.2761,0.5654,0.2323,0.4709,49.55,0.7126,0.6173,0.0029,0.5046,0.5291
0.2561,0.5326,0.2896,0.3261,0.2294,0.2826,0.5179,60.35,0.7636,0.6761,0.2591,0.2351,0.4821
0.1397,0.5,0.1976,0.3036,0.2136,0.1809,0.5178,62.27,0.7904,0.6981,0.0006,0.2569,0.4822
0.2339,0.4808,0.271,0.3846,0.2266,0.2495,0.5517,57.81,0.7345,0.6858,0.0017,0.2155,0.4483
0.192,0.5203,0.218,0.3035,0.4601,0.2305,0.4563,57.61,0.5484,0.7117,0.0067,0.5547,0.5437
0.1028,0.4105,0.0899,0.2,0.1458,0.1481,0.5692,61.06,0.4734,0.6089,0.0006,0.249,0.4308
0.216,0.5086,0.2561,0.2749,0.4893,0.2468,0.2374,69.01,0.8277,0.6681,0.0022,0.6225,0.7626
0.1488,0.5539,0.1773,0.2549,0.4083,0.2153,0.408,49.86,0.7645,0.6948,0.0009,0.5473,0.592
0.182,0.4771,0.2632,0.3203,0.5135,0.2081,0.4321,56.18,0.82,0.7075,0.006,0.558,0.5679
0.1817,0.562,0.2721,0.3358,0.2199,0.2042,0.564,28.8672,0.7396,0.5954,0.0081,0.212,0.436
0.1866,0.5234,0.2105,0.2534,0.4451,0.2234,0.494,47.28,0.8522,0.6524,0.0166,0.4961,0.506
0.2302,0.5306,0.2757,0.3557,0.4844,0.2495,0.4603,65.96,0.5377,0.7058,0.0186,0.5515,0.5397
0.2879,0.5485,0.2898,0.2931,0.1972,0.3161,0.502,54.97,0.8741,0.7377,0.0018,0.2134,0.498
0.2486,0.5542,0.3394,0.3976,0.6032,0.2646,0.488,60.45,0.8268,0.7224,0.0055,0.4844,0.512
0.3088,0.5549,0.3953,0.3642,0.2229,0.3214,0.5675,71.95,0.7097,0.7056,0.0053,0.1587,0.4325
0.1298,0.4748,0.2029,0.3022,0.4967,0.1678,0.3836,47.12,0.6642,0.667,0.0004,0.6444,0.6164
0.393,0.6025,0.3747,0.3549,0.5474,0.4182,0.3485,48.74,0.8855,0.473,0.003,0.3488,0.6515
0.1944,0.4531,0.2541,0.3172,0.5498,0.2105,0.4531,58.42,0.4927,0.6727,0.0044,0.597,0.5469
0.2396,0.515,0.3193,0.2754,0.2584,0.2545,0.5354,60.24,0.8653,0.7174,0.0005,0.2283,0.4646
0.2723,0.5505,0.3508,0.3792,0.2217,0.2923,0.5142,55.44,0.8476,0.7294,0.006,0.2227,0.4858
0.1873,0.5963,0.2228,0.2955,0.4347,0.2343,0.4337,60.24,0.764,0.7026,0.0119,0.5035,0.5663
0.3205,0.6113,0.3396,0.4021,0.5694,0.3463,0.4524,51.89,0.8055,0.7517,0.0095,0.4275,0.5476
0.1274,0.4673,0.163,0.2492,0.448,0.1706,0.4464,60.04,0.7624,0.6753,0.0005,0.6047,0.5536
0.2778,0.5641,0.3402,0.3538,0.475,0.3124,0.4524,59.64,0.8498,0.7298,0.0049,0.442,0.5476
0.2076,0.5269,0.2416,0.2967,0.4971,0.2465,0.4449,57.71,0.7292,0.7064,0.0016,0.5603,0.5551
0.1972,0.533,0.2767,0.3553,0.461,0.2304,0.42,47.32,0.7858,0.7341,0.0007,0.5448,0.58
0.3328,0.6211,0.3915,0.5053,0.5684,0.3537,0.4223,63.63,0.867,0.7771,0.0026,0.4414,0.5777
0.0435,0.3061,0.0616,0.1701,0.3256,0.0765,0.4743,57.71,0.7306,0.6276,0.0077,0.7444,0.5257
0.2408,0.5341,0.2866,0.3145,0.2302,0.2626,0.5301,52.29,0.62,0.6933,0.0011,0.2209,0.4699
0.1677,0.526,0.2209,0.3237,0.4895,0.2032,0.42,47.22,0.8218,0.7159,0.0014,0.5862,0.58
0.2012,0.5469,0.2618,0.3438,0.4436,0.2495,0.49,70.53,0.7572,0.6909,0.0021,0.4882,0.51
0.0598,0.363,0.1103,0.1918,0.4313,0.096,0.4685,59.94,0.7861,0.6665,0.0018,0.7037,0.5315
0.2105,0.4566,0.2783,0.3151,0.2114,0.2253,0.5542,47.52,0.7664,0.6683,0.0059,0.241,0.4458
0.2768,0.5547,0.3056,0.3467,0.4882,0.3014,0.4802,66.37,0.8226,0.7258,0.0009,0.4809,0.5198
0.2875,0.6335,0.3474,0.3927,0.5694,0.3184,0.4444,51.28,0.889,0.737,0.0525,0.4286,0.5556
0.1437,0.4204,0.1987,0.2484,0.4614,0.1677,0.4578,57.81,0.4112,0.658,0.038,0.6519,0.5422
0.0399,0.2543,0.0484,0.1649,0.2894,0.07,0.5,47.52,0.6677,0.5859,0.0006,0.7823,0.5
0.1964,0.533,0.2762,0.3242,0.4684,0.2345,0.4741,55.58,0.788,0.7417,0.0014,0.5,0.5259
0.1894,0.5445,0.2316,0.3037,0.1914,0.2332,0.5263,63.59,0.7744,0.6837,0.0006,0.2389,0.4737
0.0532,0.273,0.0756,0.1638,0.1674,0.0922,0.5219,51.78,0.6834,0.5965,0.0063,0.3426,0.4781
0.1541,0.4724,0.1689,0.189,0.1809,0.1891,0.54,58.52,0.6616,0.6341,0.0004,0.224,0.46
0.2287,0.5387,0.2735,0.3467,0.4755,0.2665,0.4524,46.81,0.4695,0.7283,0.0029,0.5362,0.5476
0.2172,0.5093,0.3,0.3665,0.27,0.2354,0.506,58.32,0.7072,0.7089,0.0007,0.2329,0.494
0.27,0.5465,0.3505,0.3243,0.5779,0.2889,0.4618,58.32,0.7854,0.7205,0.0029,0.5149,0.5382
0.3055,0.6211,0.381,0.4421,0.5418,0.3293,0.4563,51.68,0.8768,0.7496,0.0037,0.4599,0.5437
0.0774,0.3779,0.1115,0.202,0.422,0.1141,0.4498,66.27,0.7797,0.6519,0.0024,0.6861,0.5502
0.3033,0.6496,0.3702,0.3683,0.5429,0.335,0.4766,57.71,0.8836,0.7601,0.0011,0.4478,0.5234
0.3122,0.6407,0.3866,0.3621,0.5951,0.3363,0.496,47.83,0.891,0.77,0.0008,0.3858,0.504
0.1354,0.4798,0.1624,0.2424,0.3825,0.1904,0.4453,55.13,0.785,0.6592,0.0008,0.5693,0.5547
0.2395,0.5753,0.314,0.3671,0.5417,0.2745,0.4542,57.91,0.8111,0.726,0.0025,0.4745,0.5458
0.1915,0.5028,0.2273,0.3051,0.4491,0.2251,0.4737,47.42,0.7922,0.7052,0.0081,0.5385,0.5263
0.2675,0.5892,0.3476,0.4079,0.5874,0.2918,0.452,58.11,0.8385,0.7722,0.0159,0.4599,0.548
0.427,0.6603,0.4423,0.4976,0.5217,0.4438,0.435,55.88,0.8563,0.7663,0.0419,0.3957,0.565
0.152,0.5366,0.1961,0.2195,0.3872,0.2086,0.4309,49.75,0.4978,0.6915,0.0312,0.5929,0.5691
0.196,0.4467,0.255,0.3,0.205,0.2082,0.544,62.38,0.6851,0.6625,0.0008,0.244,0.456
0.3361,0.6247,0.4116,0.3832,0.601,0.356,0.4516,60.14,0.9267,0.7496,0.0025,0.4265,0.5484
0.1569,0.4582,0.2305,0.2786,0.2155,0.1798,0.51,53.41,0.6669,0.6543,0.0222,0.2651,0.49
0.2478,0.5158,0.3228,0.298,0.2547,0.2633,0.5216,59.53,0.5001,0.711,0.0056,0.2588,0.4784
0.123,0.504,0.1774,0.288,0.1608,0.1493,0.6056,24.859,0.5941,0.5684,0.003,0.1952,0.3944
0.0944,0.3211,0.1077,0.194,0.1745,0.1238,0.5118,51.58,0.7914,0.6915,0.0004,0.3386,0.4882
0.2475,0.5266,0.2817,0.3754,0.2061,0.2675,0.5777,49.75,0.6824,0.6556,0.0024,0.1673,0.4223
0.1169,0.3874,0.1263,0.1832,0.1457,0.166,0.521,58.32,0.4719,0.6213,0.0004,0.2899,0.479
0.1992,0.5829,0.2529,0.3029,0.49,0.2392,0.4245,50.26,0.7843,0.7162,0.0056,0.5106,0.5755
0.4557,0.7018,0.5093,0.5277,0.6642,0.4658,0.444,55.27,0.8735,0.7865,0.0091,0.3669,0.556
0.2449,0.5855,0.2917,0.3782,0.5046,0.2864,0.5,46.71,0.7518,0.7124,0.0098,0.4365,0.5
0.3327,0.6186,0.3627,0.4124,0.5947,0.3592,0.46,58.01,0.8475,0.7451,0.0021,0.4296,0.54
0.2252,0.5263,0.254,0.3105,0.4193,0.2535,0.4462,58.32,0.8435,0.7135,0.002,0.554,0.5538
0.2269,0.543,0.2541,0.2581,0.4299,0.2555,0.4303,60.35,0.6536,0.6992,0.001,0.5664,0.5697
0.2459,0.5352,0.3513,0.4056,0.5136,0.278,0.4656,56.29,0.7993,0.7444,0.0093,0.4621,0.5344
0.037,0.3636,0.1288,0.1818,0.2069,0.0936,0.516,51.58,0.5802,0.6364,0.0007,0.304,0.484
0.3067,0.543,0.46,0.4901,0.2846,0.3126,0.5547,54.42,0.7463,0.7081,0.0006,0.1619,0.4453
0.1649,0.4444,0.2006,0.2621,0.3897,0.2022,0.5,66.78,0.82,0.6594,0.0055,0.552,0.5
0.3224,0.6045,0.3595,0.4181,0.4739,0.3443,0.4841,57.81,0.8227,0.7527,0.0012,0.4154,0.5159
0.2247,0.519,0.2675,0.2595,0.1685,0.2494,0.5346,67.49,0.7224,0.6816,0.0081,0.2074,0.4654
0.0811,0.4276,0.1181,0.2276,0.1515,0.127,0.5459,64.34,0.8032,0.6315,0.0058,0.2569,0.4541
0.2061,0.5517,0.2613,0.2546,0.4784,0.2386,0.4545,60.35,0.78,0.7067,0.005,0.529,0.5455
0.2749,0.5398,0.3152,0.3805,0.4277,0.2996,0.4821,55.37,0.8825,0.6983,0.0032,0.4769,0.5179
0.2188,0.52,0.3226,0.288,0.2429,0.2335,0.5656,59.23,0.6139,0.6946,0.0004,0.2217,0.4344
0.3292,0.6086,0.3213,0.3687,0.4419,0.3625,0.4798,44.75,0.9317,0.6998,0.0037,0.3488,0.5202
0.2915,0.6234,0.3158,0.3791,0.4636,0.3244,0.4405,58.42,0.8747,0.7422,0.0491,0.4397,0.5595
0.123,0.4479,0.1728,0.2761,0.4334,0.1697,0.4878,48.13,0.7358,0.6605,0.0006,0.5794,0.5122
0.267,0.5933,0.2737,0.3472,0.4317,0.3149,0.4961,55.17,0.8108,0.6906,0.0008,0.4062,0.5039
0.1108,0.4274,0.149,0.2564,0.35,0.1613,0.4915,47.28,0.7728,0.6318,0.0624,0.563,0.5085
0.1023,0.4319,0.1085,0.2365,0.1459,0.1547,0.5873,21.408,0.6298,0.5898,0.0005,0.2222,0.4127
0.1964,0.5228,0.2936,0.3587,0.2545,0.2223,0.548,43.63,0.7308,0.6717,0.0007,0.212,0.452
0.2529,0.5104,0.2565,0.3073,0.483,0.2787,0.46,60.24,0.646,0.6817,0.0008,0.4815,0.54
0.1591,0.5445,0.179,0.2443,0.4025,0.2184,0.498,53.31,0.7917,0.6825,0.0016,0.5079,0.502
0.2298,0.5233,0.2807,0.3547,0.5362,0.2525,0.4802,55.13,0.8033,0.6974,0.0004,0.5115,0.5198
0.1911,0.456,0.2623,0.2866,0.2452,0.2086,0.5407,68.91,0.7796,0.694,0.0004,0.252,0.4593
0.3239,0.5969,0.3487,0.4388,0.5312,0.3519,0.4274,55.37,0.8369,0.7569,0.0063,0.4366,0.5726
